sample,ko00010,ko00020,ko00030,ko00040,ko00051,ko00052,ko00053,ko00061,ko00071,ko00072,ko00100,ko00120,ko00121,ko00130,ko00140,ko00190,ko00195,ko00220,ko00230,ko00232,ko00240,ko00250,ko00253,ko00260,ko00261,ko00270,ko00280,ko00281,ko00290,ko00300,ko00310,ko00311,ko00330,ko00332,ko00333,ko00340,ko00350,ko00360,ko00361,ko00362,ko00363,ko00364,ko00365,ko00380,ko00400,ko00401,ko00404,ko00405,ko00410,ko00430,ko00440,ko00450,ko00460,ko00471,ko00472,ko00473,ko00480,ko00500,ko00510,ko00511,ko00513,ko00514,ko00515,ko00520,ko00521,ko00522,ko00523,ko00524,ko00525,ko00531,ko00540,ko00550,ko00561,ko00562,ko00563,ko00564,ko00565,ko00571,ko00590,ko00591,ko00592,ko00600,ko00603,ko00604,ko00620,ko00621,ko00622,ko00623,ko00624,ko00625,ko00626,ko00627,ko00630,ko00633,ko00640,ko00642,ko00643,ko00650,ko00660,ko00670,ko00680,ko00710,ko00720,ko00730,ko00740,ko00750,ko00760,ko00770,ko00780,ko00785,ko00790,ko00791,ko00830,ko00860,ko00900,ko00901,ko00902,ko00903,ko00906,ko00908,ko00909,ko00910,ko00920,ko00930,ko00940,ko00941,ko00943,ko00944,ko00945,ko00950,ko00960,ko00965,ko00966,ko00970,ko00980,ko00981,ko00982,ko00983,ko00984,ko01040,ko01051,ko01052,ko01053,ko01054,ko01055,ko01056,ko01057,ko01059,ko01062,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01212,ko01220,ko01230,ko01501,ko01502,ko01503,ko01521,ko01523,ko01524,ko02010,ko02020,ko02024,ko02025,ko02026,ko02030,ko02040,ko02060,ko03008,ko03010,ko03013,ko03015,ko03018,ko03020,ko03022,ko03030,ko03050,ko03060,ko03070,ko03320,ko03410,ko03420,ko03430,ko03440,ko03450,ko03460,ko04011,ko04013,ko04014,ko04016,ko04022,ko04024,ko04066,ko04068,ko04070,ko04071,ko04072,ko04080,ko04110,ko04112,ko04113,ko04115,ko04122,ko04138,ko04140,ko04141,ko04142,ko04144,ko04145,ko04146,ko04150,ko04151,ko04152,ko04210,ko04211,ko04212,ko04213,ko04214,ko04215,ko04216,ko04217,ko04260,ko04261,ko04371,ko04530,ko04612,ko04614,ko04621,ko04622,ko04623,ko04626,ko04657,ko04659,ko04666,ko04714,ko04721,ko04723,ko04724,ko04726,ko04727,ko04728,ko04910,ko04911,ko04912,ko04914,ko04915,ko04917,ko04918,ko04919,ko04920,ko04921,ko04922,ko04924,ko04925,ko04928,ko04930,ko04931,ko04932,ko04934,ko04940,ko04960,ko04961,ko04962,ko04964,ko04970,ko04971,ko04972,ko04973,ko04974,ko04976,ko04978,ko04979,ko05010,ko05012,ko05014,ko05016,ko05020,ko05030,ko05031,ko05034,ko05100,ko05110,ko05111,ko05120,ko05132,ko05133,ko05134,ko05142,ko05143,ko05145,ko05146,ko05150,ko05152,ko05160,ko05161,ko05162,ko05163,ko05164,ko05165,ko05166,ko05167,ko05168,ko05169,ko05200,ko05203,ko05204,ko05205,ko05206,ko05210,ko05211,ko05215,ko05219,ko05222,ko05225,ko05230,ko05231,ko05322,ko05340,ko05410,ko05414,ko05416,ko05418
DINP_high_wk40_dinp_d2_B,17885,4811,6326,1439,12045,12077,242,2205,1956,547,84,827,827,1827,841,7823,2999,2460,19253,0,16795,7018,0,6041,1417,7360,2839,274,1676,4469,871,805,2329,199,1153,1209,2449,756,31,1833,0,15,0,567,3075,839,0,251,507,1309,656,2510,1749,1507,15,1461,2121,22258,0,2907,1012,15,15,21498,2505,0,1228,820,681,1637,1915,9402,3995,1256,0,5843,84,84,0,0,274,2565,1550,1012,10173,304,389,99,15,1225,1169,893,5434,425,4782,274,1,3916,1257,3340,6743,4910,6427,3959,4398,981,3640,3651,1887,277,2328,31,855,2774,5163,0,0,56,84,373,168,1374,2577,96,839,0,0,124,0,472,671,0,115,10383,855,41,855,3198,0,1138,226,0,84,273,656,0,0,0,84,142530,55401,37725,41572,21093,3603,2479,2576,22778,7624,2951,4161,0,1342,1700,67359,31276,28374,2043,3763,1113,577,31944,398,20974,730,0,6746,2178,0,6386,0,5226,6217,171,4177,3685,7886,8082,0,0,84,84,0,1868,298,298,1471,267,472,0,15,0,0,4253,0,0,2049,15,0,457,1646,0,0,622,0,199,571,0,168,1392,1188,84,0,296,1199,298,298,0,0,99,28,761,25,0,435,99,99,0,16,0,0,860,0,944,0,298,298,0,99,99,314,871,382,115,0,2397,0,298,0,373,503,0,273,457,298,298,0,770,298,298,298,382,354,298,298,0,373,0,84,84,0,0,0,0,0,50,6104,214,115,245,1062,0,28,0,65,1145,1119,0,0,0,0,0,373,0,0,0,0,606,373,15,398,886,0,273,99,16,0,233,2465,99,0,622,0,0,0,1078
DINP_high_wk40_dinp_d2_C,17850,4596,6591,1688,12208,12060,264,2298,1973,553,53,883,883,1679,595,7508,2997,2375,19140,0,16976,7105,0,5978,1389,7487,2713,277,1630,4340,859,782,2302,187,1100,1291,2307,706,81,1977,0,40,0,503,2675,757,0,160,453,1332,534,2471,1916,1518,40,1399,2114,22734,0,2302,709,40,40,21296,2426,0,1188,815,642,1161,1470,9450,4214,1339,0,5720,53,53,0,0,276,2102,1261,709,10399,356,410,93,40,1273,1167,975,5096,329,4960,276,2,3964,1245,3196,6852,4979,6556,3949,4263,915,3583,3427,1688,186,2078,80,825,2295,5134,0,0,106,53,370,107,1389,2602,170,980,0,0,125,0,463,650,0,133,10322,825,66,825,3205,0,1059,344,0,54,276,624,0,0,0,53,140551,53899,37959,40680,20950,3511,2574,2787,22503,7085,3266,3762,0,1251,1664,71891,34707,28743,2042,3971,1566,1332,32245,395,20828,699,0,6419,2189,0,6549,0,5208,6341,239,4134,3764,8228,8291,0,0,54,54,0,1772,301,301,1378,201,463,0,40,0,0,4459,0,0,1996,40,0,423,1216,0,0,608,0,187,556,0,107,1371,1123,54,0,372,1218,301,301,0,0,94,18,772,25,0,530,94,94,0,40,0,0,872,0,925,0,280,301,0,94,94,342,879,354,134,0,2354,0,301,0,370,543,0,276,423,301,301,0,763,301,301,301,354,337,301,301,0,370,0,54,54,0,0,0,0,1,50,5871,227,133,306,989,0,18,0,90,1157,1109,0,0,0,0,0,370,0,0,0,0,573,370,40,395,1216,0,276,94,40,0,204,2367,93,0,628,0,0,0,1029
DINP_high_wk40_dinp_d2_D,20616,3908,7025,1501,13775,13267,245,1711,2205,728,0,1114,1114,1371,59,7061,3170,1633,20388,0,18318,7122,0,5258,1266,6786,2533,365,833,4079,852,958,1988,61,914,528,2199,495,62,2178,0,29,0,434,1237,484,0,0,156,1543,260,2258,2076,1598,29,1513,2643,27751,0,1067,232,29,29,24402,2494,0,1214,885,589,430,508,10078,4779,1298,0,6035,0,0,0,0,364,1127,747,232,10629,422,424,29,29,1446,1351,1214,3887,129,4724,364,7,3914,959,3106,7006,5428,6205,3841,4975,643,3808,2763,1038,36,1505,58,922,1500,5335,0,0,93,0,393,0,1132,2102,152,961,0,0,165,0,423,482,0,58,11036,922,64,922,3540,0,882,241,0,3,362,658,0,0,0,0,136348,48519,36669,36933,20178,2067,2075,2992,18600,6323,3218,3112,0,1180,1839,78929,35401,29842,1701,4124,1328,924,42100,426,22327,757,0,6320,2387,2,7048,0,5214,5669,151,4319,3877,8996,9010,0,0,2,2,0,1843,395,395,1419,32,423,0,29,2,0,4437,0,0,1999,29,0,393,527,0,0,524,0,59,450,0,3,1338,1153,3,0,422,994,395,395,0,0,30,0,711,34,0,510,30,30,0,30,0,0,842,0,842,0,88,395,0,30,30,427,1157,395,59,0,2561,0,395,0,393,479,0,362,393,395,395,0,815,395,395,395,395,395,395,395,2,394,0,2,2,0,0,0,0,2,67,6136,88,58,144,880,0,0,0,95,1527,1180,0,0,0,0,0,393,2,0,0,0,590,393,29,426,986,0,362,30,30,0,198,2532,29,0,826,0,0,0,909
DINP_high_wk40_dinp_d2_E,20044,4141,6812,1428,13336,13031,225,1775,2145,689,25,1043,1043,1499,280,7292,3140,1825,20181,0,17977,7096,0,5434,1306,6866,2614,345,1025,4191,857,933,2057,91,973,657,2282,552,42,2077,0,21,0,471,1710,576,0,74,239,1490,370,2310,1973,1580,21,1518,2536,26466,0,1594,466,21,21,23812,2515,0,1226,874,617,794,909,9933,4563,1268,0,6026,25,25,0,0,344,1541,985,466,10461,386,411,46,21,1386,1312,1127,4286,214,4679,344,1,3901,1028,3193,6934,5312,6220,3873,4893,730,3785,2999,1254,106,1728,42,916,1881,5307,0,0,73,25,390,49,1175,2188,125,905,0,0,157,0,436,527,0,66,10925,916,52,916,3470,0,952,212,0,25,344,665,0,0,0,25,138091,50315,36787,38089,20382,2421,2120,2858,19546,6713,3098,3420,0,1236,1821,75502,33796,29470,1780,4008,1189,691,39788,421,22110,759,0,6492,2346,0,6884,0,5230,5774,139,4303,3824,8703,8784,0,0,25,25,0,1870,376,376,1449,95,436,0,21,0,0,4361,0,0,2020,21,0,415,861,0,0,544,0,91,481,0,50,1355,1174,25,0,376,1035,376,376,0,0,46,8,721,31,0,473,46,46,0,21,0,0,846,0,871,0,137,376,0,46,46,397,1096,400,66,0,2538,0,376,0,390,477,0,344,415,376,376,0,811,376,376,376,400,392,376,376,0,390,0,25,25,0,0,0,0,0,63,6190,112,66,153,937,0,8,0,83,1441,1170,0,0,0,0,0,390,0,0,0,0,602,390,21,421,897,0,344,46,21,0,212,2542,45,0,783,0,0,0,958
DINP_high_wk40_dinp_d2_F,20983,3857,7015,1415,13891,13447,216,1585,2226,750,0,1136,1136,1362,45,7072,3202,1551,20588,0,18485,7127,0,5172,1259,6646,2520,375,744,4075,851,989,1939,45,896,414,2214,465,45,2179,0,22,0,432,1130,465,0,0,124,1567,249,2224,2065,1612,22,1545,2716,28279,0,1043,239,22,22,24824,2521,0,1226,897,590,443,487,10162,4803,1270,0,6110,0,0,0,0,375,1111,749,239,10578,420,420,22,22,1454,1375,1226,3799,125,4628,375,0,3893,929,3134,7014,5484,6126,3836,5114,623,3850,2722,986,34,1475,45,943,1510,5370,0,0,79,0,397,0,1088,2017,135,929,0,0,170,0,420,465,0,45,11163,943,56,943,3589,0,874,202,0,0,375,670,0,0,0,0,136227,48155,36369,36604,20077,1910,1960,2973,18150,6335,3151,3111,0,1192,1874,78892,34777,29934,1666,4107,1208,715,43184,432,22610,773,0,6393,2419,0,7095,0,5233,5578,124,4360,3882,9047,9082,0,0,0,0,0,1874,409,409,1443,22,420,0,22,0,0,4401,0,0,2010,22,0,397,534,0,0,510,0,45,442,0,0,1339,1170,0,0,408,963,409,409,0,0,22,0,703,34,0,487,22,22,0,22,0,0,840,0,840,0,67,409,0,22,22,432,1193,409,45,0,2601,0,409,0,397,464,0,375,397,409,409,0,829,409,409,409,409,409,409,409,0,397,0,0,0,0,0,0,0,0,68,6236,67,45,112,885,0,0,0,91,1569,1192,0,0,0,0,0,397,0,0,0,0,602,397,22,432,891,0,375,22,22,0,205,2579,22,0,852,0,0,0,908
DINP_high_wk40_dinp_d2_G,21682,3782,7006,1259,14206,13753,201,1398,2276,791,0,1168,1168,1351,21,7100,3246,1406,20946,0,18738,7094,0,5022,1241,6417,2531,396,568,4067,855,1043,1873,19,874,189,2250,434,18,2166,0,9,0,442,951,433,0,1,74,1609,235,2188,2031,1627,9,1601,2850,29309,0,1005,255,9,9,25680,2573,0,1250,917,594,472,445,10296,4846,1223,0,6242,0,0,0,0,396,1074,749,255,10535,413,414,9,9,1475,1421,1249,3648,118,4491,396,1,3859,864,3175,7005,5565,5982,3813,5350,586,3931,2657,913,37,1443,18,980,1524,5432,0,0,54,0,405,1,1018,1882,98,862,0,0,180,0,414,432,0,18,11366,980,45,980,3668,0,865,125,0,1,395,693,0,0,0,0,136059,47486,35946,36070,19949,1594,1794,2930,17307,6384,3001,3126,0,1215,1933,78639,33440,30044,1583,4054,950,282,45484,441,23045,800,0,6513,2463,0,7147,0,5242,5358,72,4424,3875,9087,9169,0,0,1,0,0,1934,431,431,1494,10,414,0,9,0,0,4306,0,0,2033,9,0,405,553,0,0,496,0,18,423,0,1,1340,1206,1,0,387,900,431,431,0,0,9,0,683,36,0,440,9,9,0,9,0,0,827,0,827,0,27,431,0,9,9,440,1258,432,18,0,2671,0,431,0,405,431,0,395,405,431,431,0,845,431,431,431,432,431,431,431,0,405,0,1,0,0,0,0,0,0,72,6404,27,18,45,891,0,0,0,81,1655,1214,0,0,0,0,0,405,0,0,0,0,621,405,9,441,690,0,395,9,9,0,216,2662,9,0,899,0,0,0,900
DINP_high_wk40_control_d7_A,14097,4883,6794,2668,10649,10402,370,3363,1721,337,34,741,741,1653,584,7180,2756,3106,17156,0,15710,7320,0,6749,1468,8796,2595,169,2544,4307,835,478,2647,322,1191,2537,2036,849,254,2125,0,126,0,416,3412,880,0,103,694,1121,539,2648,2191,1441,126,1063,1393,17516,0,2162,450,126,126,16627,2104,0,1037,704,601,736,1438,8755,4107,1638,0,4942,34,34,0,0,168,2030,1095,450,10776,421,456,160,126,1188,919,900,5711,309,5807,168,3,4171,1585,2886,6959,4580,7399,4060,2917,1078,3119,3653,1972,119,2110,252,608,1944,4786,0,0,268,34,329,69,1777,3343,409,1415,0,0,76,0,490,811,0,286,9189,608,142,608,2780,0,1064,822,0,35,168,486,0,0,0,34,140329,56612,40399,43047,21571,5138,3531,3133,26854,6524,4243,3455,0,1078,1327,75794,43773,28350,2483,4370,3197,4068,20206,344,18386,532,0,5585,1953,0,6358,0,5138,7572,555,3763,3839,8196,7933,0,0,35,35,0,1396,183,183,1053,230,490,0,126,1,0,5080,0,0,1841,126,0,363,870,0,0,683,0,321,649,0,70,1354,896,35,0,533,1567,183,183,0,0,161,11,883,16,0,833,161,161,0,127,0,0,943,0,978,0,481,183,0,161,161,310,536,217,287,0,1955,0,183,0,329,741,0,168,363,183,183,0,672,183,183,183,218,206,183,183,1,329,0,35,35,0,0,0,0,1,31,4833,447,286,699,917,0,11,0,157,707,987,0,0,0,0,0,329,1,0,0,0,455,329,126,344,2475,0,168,161,127,0,126,1863,160,0,383,0,0,0,1043
DINP_high_wk40_control_d7_B,14291,5378,6172,2057,10322,10489,318,3119,1689,331,106,612,613,2001,1159,7925,2766,3285,17476,0,15320,7108,0,6874,1530,8464,2896,166,2624,4610,864,542,2702,345,1315,2307,2377,964,133,1785,0,66,0,567,4326,1068,0,319,812,1072,825,2736,1791,1416,66,1218,1430,16559,0,3580,1168,66,66,17241,2299,0,1134,720,692,1860,2478,8660,3600,1436,0,5251,106,106,0,0,165,3114,1773,1168,10242,297,404,172,66,1079,931,710,6483,536,5371,165,2,4055,1603,3233,6699,4428,7073,4078,3271,1229,3267,4170,2431,334,2697,132,684,3071,4861,0,0,148,106,338,212,1731,3265,228,1072,0,0,75,0,510,855,0,238,9362,684,82,684,2775,0,1249,533,0,107,166,564,0,0,0,106,144964,60044,39793,45070,21894,5305,3285,2629,27368,7801,3475,4400,0,1296,1419,65075,35477,27493,2470,3870,2087,2219,19878,353,18790,609,0,6373,1934,0,5977,0,5180,7243,386,3871,3652,7392,7452,0,0,107,107,0,1633,180,180,1280,385,510,0,66,0,0,4578,0,0,1968,66,0,444,1885,0,0,714,0,345,682,0,213,1403,1054,107,0,349,1512,180,180,0,0,173,35,853,15,0,602,173,173,0,66,0,0,913,0,1019,0,517,180,0,173,173,247,526,286,239,0,2065,0,180,0,338,642,0,165,444,180,180,0,690,180,180,180,286,251,180,180,0,338,0,107,107,0,0,0,0,0,30,5406,411,238,543,1090,0,35,0,96,693,1013,0,0,0,0,0,338,0,0,0,0,534,338,66,353,1667,0,165,173,66,0,196,2105,172,0,376,0,0,0,1156
DINP_high_wk40_control_d7_C,14104,5089,6545,2437,10484,10408,350,3282,1703,330,63,687,687,1794,818,7477,2756,3192,17249,0,15530,7239,0,6814,1495,8685,2714,165,2594,4429,846,498,2675,334,1243,2467,2169,898,208,1990,0,103,0,475,3796,958,0,190,746,1097,655,2686,2034,1430,103,1120,1395,17028,0,2736,737,103,103,16787,2178,0,1074,708,637,1185,1860,8704,3899,1561,0,5053,63,63,0,0,165,2470,1368,737,10564,372,436,167,103,1142,919,821,6035,401,5644,165,2,4128,1599,3022,6856,4512,7282,4070,3036,1142,3170,3867,2163,205,2348,207,635,2395,4810,0,0,222,63,332,126,1765,3324,340,1284,0,0,75,0,498,832,0,270,9239,635,119,635,2770,0,1139,713,0,64,165,515,0,0,0,63,142207,58057,40193,43911,21711,5237,3447,2935,27145,7032,3950,3833,0,1164,1358,71518,40578,27997,2487,4175,2777,3369,19838,347,18508,560,0,5891,1941,0,6201,0,5154,7463,492,3800,3765,7871,7732,0,0,64,64,0,1485,180,180,1139,294,498,0,103,0,0,4889,0,0,1889,103,0,395,1276,0,0,696,0,333,665,0,127,1374,956,64,0,461,1551,180,180,0,0,167,21,873,15,0,745,167,167,0,104,0,0,933,0,996,0,500,180,0,167,167,284,525,243,270,0,1992,0,180,0,332,705,0,165,395,180,180,0,678,180,180,180,243,222,180,180,0,332,0,64,64,0,0,0,0,1,30,5047,437,270,643,986,0,21,0,133,692,995,0,0,0,0,0,332,0,0,0,0,485,332,103,347,2171,0,165,167,104,0,153,1952,166,0,375,0,0,0,1089
DINP_high_wk40_control_d7_D,14772,5699,5727,1546,10272,10691,285,2870,1694,346,158,534,534,2245,1558,8471,2791,3344,17875,0,15148,6928,0,6893,1564,8126,3125,174,2591,4821,887,612,2716,350,1396,2031,2639,1038,36,1531,0,16,0,684,4895,1188,0,473,875,1057,1023,2789,1485,1402,16,1355,1521,16393,0,4573,1687,16,16,18113,2463,0,1216,741,759,2674,3197,8651,3258,1270,0,5533,158,158,0,0,173,3864,2254,1687,9855,205,365,174,16,1015,964,585,6963,695,5007,173,6,3958,1580,3497,6502,4352,6772,4075,3630,1318,3412,4509,2729,491,3106,33,756,3879,4943,0,0,50,158,347,315,1668,3151,80,793,0,0,78,0,522,871,0,190,9574,756,34,756,2806,0,1377,288,0,160,172,630,0,0,0,158,148198,62164,39193,46273,22078,5265,3043,2248,27324,8743,2849,5085,0,1462,1512,57273,28872,26920,2416,3481,1161,680,20846,362,19264,677,0,6986,1938,1,5720,0,5207,6886,241,3975,3511,6824,7138,0,0,159,159,0,1830,187,187,1469,492,522,0,16,1,0,4166,0,0,2071,16,0,504,2618,0,0,732,0,349,695,0,318,1438,1185,160,0,209,1440,187,187,0,0,175,53,821,17,0,413,175,175,0,17,0,0,883,0,1040,0,523,187,0,175,175,206,549,345,191,0,2176,0,187,0,347,554,0,172,504,187,187,0,707,187,187,187,345,292,187,187,1,348,0,159,159,0,0,0,0,2,32,5890,366,190,397,1214,0,53,0,48,727,1042,0,0,0,0,0,347,1,0,0,0,598,347,16,362,986,0,172,175,17,0,251,2318,174,0,392,0,0,0,1231
DINP_high_wk40_control_d7_E,18310,4161,7039,2002,12700,12268,281,2305,2038,593,0,1008,1008,1411,150,6982,3031,2115,19218,0,17496,7241,0,5753,1329,7525,2494,297,1420,4110,840,782,2199,146,987,1268,2086,590,146,2220,0,73,0,398,1842,590,0,1,320,1405,310,2369,2184,1552,73,1333,2204,24322,0,1221,193,73,73,21572,2327,0,1137,820,578,357,668,9642,4626,1446,0,5609,0,0,0,0,297,1273,762,193,10744,442,443,73,73,1370,1198,1135,4394,155,5153,297,0,4020,1178,2979,7041,5167,6671,3920,4212,771,3544,2987,1281,28,1613,146,802,1478,5134,0,0,173,0,370,1,1359,2537,272,1176,0,0,135,0,443,589,0,146,10379,802,100,802,3281,0,914,491,0,0,297,586,0,0,0,0,136978,50788,38010,38709,20588,3118,2602,3123,21393,6181,3706,3075,0,1110,1649,79606,39696,29483,1983,4298,2167,2328,34421,397,20928,667,0,5947,2245,0,6883,0,5191,6404,318,4113,3899,8867,8730,0,0,0,0,0,1650,324,324,1253,74,443,0,73,0,0,4752,0,0,1922,73,0,370,484,0,0,570,0,146,516,0,1,1336,1037,1,0,488,1205,324,324,0,0,73,0,778,27,0,661,73,73,0,73,0,0,885,0,886,0,219,324,0,73,73,396,944,324,146,0,2334,0,324,0,370,588,0,297,370,324,324,0,766,324,324,324,324,324,324,324,0,370,0,0,1,0,0,0,0,0,54,5599,219,146,364,867,0,0,0,127,1240,1109,0,0,0,0,0,370,0,0,0,0,532,370,73,397,1642,0,297,73,73,0,162,2262,73,0,674,0,0,0,940
DINP_high_wk40_control_d7_F,19190,4338,6700,1505,12875,12655,236,1968,2076,635,39,976,976,1583,427,7406,3085,2047,19786,0,17572,7093,0,5652,1342,7094,2663,318,1266,4261,859,876,2154,130,1027,897,2305,616,52,2025,0,26,0,489,2124,654,0,116,327,1426,445,2375,1936,1556,26,1478,2372,24961,0,1927,590,26,26,22846,2488,0,1215,851,630,982,1171,9741,4406,1287,0,5919,39,39,0,0,318,1804,1121,590,10413,370,408,65,26,1337,1256,1060,4634,268,4769,318,0,3921,1115,3208,6893,5177,6338,3904,4662,809,3712,3187,1441,145,1887,52,883,2089,5242,0,0,81,39,382,77,1256,2345,136,921,0,0,144,0,447,577,0,91,10698,883,55,883,3367,0,1001,253,0,39,318,652,0,0,0,39,139237,51857,37214,39181,20614,2856,2285,2810,20727,6909,3135,3590,0,1251,1763,73670,33833,29155,1884,3975,1295,871,36799,411,21629,739,0,6496,2284,0,6740,0,5225,5987,172,4242,3794,8488,8574,0,0,39,39,0,1841,346,346,1430,142,447,0,26,0,0,4381,0,0,2016,26,0,421,1040,0,0,570,0,130,512,0,78,1363,1160,39,0,367,1105,346,346,0,0,65,13,740,29,0,486,65,65,0,26,0,0,856,0,894,0,194,346,0,65,65,373,1011,385,91,0,2471,0,346,0,382,499,0,318,421,346,346,0,794,346,346,346,385,372,346,346,0,382,0,39,39,0,0,0,0,0,58,6089,156,91,208,965,0,13,0,84,1328,1147,0,0,0,0,0,382,0,0,0,0,594,382,26,411,992,0,318,65,26,0,212,2483,65,0,722,0,0,0,991
DINP_high_wk40_control_d7_G,18439,4589,6528,1505,12467,12305,262,2142,2015,585,60,894,894,1705,631,7604,3028,2276,19455,0,17122,7042,0,5872,1378,7282,2762,294,1490,4363,866,830,2263,170,1097,1083,2371,702,50,1928,0,23,0,532,2623,751,0,181,428,1361,552,2460,1846,1524,23,1457,2224,23494,0,2407,791,23,23,22072,2487,0,1217,831,654,1292,1533,9541,4200,1284,0,5853,60,60,0,0,292,2171,1324,791,10332,338,401,83,23,1283,1207,975,5053,345,4823,292,8,3928,1190,3258,6811,5021,6410,3928,4479,898,3664,3426,1681,211,2117,46,861,2412,5190,0,0,74,60,376,121,1332,2494,121,891,0,0,132,0,460,628,0,106,10491,861,52,861,3265,0,1072,252,0,64,291,649,0,0,0,60,140873,53685,37608,40468,20899,3263,2434,2703,21867,7255,3062,3870,0,1290,1719,70607,32777,28729,1966,3872,1240,791,34178,402,21185,728,0,6584,2218,2,6542,0,5211,6113,181,4192,3736,8164,8297,0,0,62,62,0,1843,317,317,1443,207,460,0,23,2,0,4323,0,0,2029,23,0,436,1330,0,0,603,0,168,542,0,124,1376,1169,64,0,339,1159,317,317,0,0,85,20,751,28,0,469,85,85,0,24,0,0,856,0,916,0,251,317,0,85,85,343,929,378,108,0,2419,0,317,0,376,505,0,291,436,317,317,0,775,317,317,317,378,358,317,317,2,377,0,62,62,0,0,0,0,2,54,6055,191,106,235,1008,0,20,0,76,1229,1128,0,0,0,0,0,376,2,0,0,0,595,376,23,402,967,0,291,85,24,0,219,2457,83,0,664,0,0,0,1031
DINP_high_wk40_dinp_d7_A,12899,5011,6815,2940,10123,9872,401,3689,1637,267,33,686,686,1669,621,7127,2679,3355,16538,0,15274,7374,0,7007,1498,9195,2579,134,2845,4319,830,385,2762,367,1230,2922,1973,904,301,2149,0,150,0,398,3715,933,0,100,780,1050,562,2712,2250,1414,150,966,1164,15763,0,2217,418,150,150,15164,2014,0,995,669,594,679,1502,8524,4036,1721,0,4712,33,33,0,0,133,2084,1090,418,10860,433,467,183,150,1153,840,862,5964,319,6050,133,3,4230,1696,2811,6975,4441,7648,4097,2508,1141,2980,3763,2097,113,2163,299,544,1910,4678,0,0,312,33,316,67,1899,3577,473,1530,0,0,60,0,500,866,0,332,8836,544,163,544,2643,0,1079,955,0,35,133,447,0,0,0,33,140588,57733,41144,43957,21795,5676,3823,3209,28296,6434,4503,3424,0,1038,1224,76288,46106,28162,2624,4463,3644,4818,16298,328,17626,483,0,5372,1876,1,6268,0,5118,7946,645,3650,3850,8128,7782,0,0,34,34,0,1292,145,145,964,251,500,0,150,1,0,5244,0,0,1800,150,0,349,831,0,0,709,0,366,682,0,68,1352,834,34,0,571,1676,145,145,0,0,183,11,916,13,0,915,183,183,0,150,0,0,964,0,997,0,549,145,0,183,183,296,424,178,333,0,1834,0,145,0,316,798,0,133,350,145,145,0,643,145,145,145,178,167,145,145,1,317,0,34,34,0,0,0,0,1,25,4539,516,332,814,906,0,11,0,174,560,949,0,0,0,0,0,316,1,0,0,0,422,316,150,328,2824,0,133,183,150,0,106,1717,183,0,303,0,0,0,1056
DINP_high_wk40_dinp_d7_B,19023,4413,6651,1496,12807,12564,255,2022,2065,623,45,951,951,1620,486,7468,3067,2107,19710,0,17438,7063,0,5710,1349,7143,2704,313,1317,4291,863,865,2189,141,1050,933,2330,647,52,1991,0,24,0,507,2265,682,0,136,357,1409,477,2406,1902,1544,24,1474,2337,24615,0,2067,651,24,24,22699,2491,0,1217,846,638,1076,1273,9684,4348,1284,0,5906,45,45,0,0,311,1907,1179,651,10402,359,407,69,24,1325,1246,1036,4751,291,4789,311,7,3923,1129,3223,6860,5129,6350,3905,4617,832,3704,3256,1515,167,1961,48,879,2184,5229,0,0,78,45,380,91,1277,2387,127,905,0,0,141,0,451,590,0,93,10640,879,54,879,3339,0,1024,245,0,48,310,652,0,0,0,45,139724,52352,37344,39548,20708,2947,2333,2774,21001,7023,3094,3679,0,1263,1753,72692,33369,29019,1896,3934,1250,803,36277,409,21499,737,0,6525,2264,1,6673,0,5213,5991,171,4228,3771,8377,8483,0,0,47,47,0,1846,338,338,1439,162,451,0,24,1,0,4348,0,0,2023,24,0,426,1129,0,0,582,0,139,518,0,94,1367,1166,48,0,358,1115,338,338,0,0,70,15,740,30,0,476,70,70,0,25,0,0,852,0,897,0,208,338,0,70,70,365,990,383,94,0,2459,0,338,0,380,497,0,310,426,338,338,0,786,338,338,338,384,368,338,338,1,382,0,47,47,0,0,0,0,2,57,6085,163,93,209,977,0,15,0,80,1308,1143,0,0,0,0,0,380,1,0,0,0,595,380,24,409,962,0,310,70,25,0,215,2481,69,0,707,0,0,0,1000
